,serie,sMAPE_ESRNN,MAE_ESRNN,MAPE_ESRNN,RMSE_ESRNN,sMAPE_LGBM,MAE_LGBM,MAPE_LGBM,RMSE_LGBM,correlation,winner,new_trend_Acomulada
1431,D2336,3.861745065719584,190.65325892857143,3.985825956599202,246.1890734597856,2.3736810293956934,116.21544069482968,2.374321479494834,147.57176019918057,0.6793501446660763,1,1
1432,D2337,3.683890387157639,476.9196428571428,3.6082099520854416,510.5250595882968,10.764725214600226,1344.5192877325765,10.20649423158791,1357.246252013732,0.187754789436398,0,1
1433,D2338,2.6057484745920445,43.11165178571429,2.565982479627574,47.15275202371117,22.2353789848351,334.72878455043025,20.00628190998959,335.24481044618443,-0.0036631259050394,0,-1
1434,D2339,3.041132371919621,51.77414464285721,2.9868329860089617,56.82236565691599,14.565462487540795,234.1849082931619,13.570195810378888,235.22674086868085,-0.1610119554789275,0,-1
1435,D2340,0.6393258254747928,84.16339285714263,0.643778090768044,123.95169527794582,17.241186115295257,2092.516219297218,15.8704106605397,2095.1030469302978,0.4282074287808457,0,-3
1436,D2341,0.8525352218814505,87.07544642857167,0.8586998153574145,112.76408001994947,0.5631829069810843,57.20842173718601,0.5642792411642581,82.8782360830115,0.2401195124927861,1,-5
1437,D2342,0.760868953053916,111.0732142857144,0.7655250629088606,146.3978498504956,18.61532527394191,2487.0594146191247,17.027706404325343,2489.8737561244866,0.1426023770442201,0,-5
1438,D2343,0.7098438809634938,106.71026785714236,0.7149257872334823,150.7048220346198,26.613075267789625,3533.135612189196,23.48557139953753,3535.1311956844197,0.3816017458434871,0,-3
1439,D2344,1.9720922767165656,71.50464285714293,1.948786796779832,82.61714804245942,1.392844154804712,50.647139945321605,1.385375746431697,60.54458825383194,0.3141493657657397,1,-1
1440,D2345,3.343343524759672,349.07008928571446,3.2797726200187456,376.84421724483263,0.9480518617618324,99.54328597524687,0.9451407343300464,121.37110911538248,0.8058740122892868,1,1
1441,D2346,3.2261198286321866,50.77486607142858,3.1672218734144666,54.63177825380565,0.7608320925028618,12.125178645957314,0.7604228036494404,16.174554862411423,0.6588381361163288,1,1
